AV PROF OSCAR PEREIRA;ABALROAMENTO;20090103 06:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV DO FORTE;CHOQUE;20090103 06:40;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV JOAO PESSOA;COLISAO;20090103 06:45;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DONA FIRMINA;ABALROAMENTO;20090103 08:55;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV DOS GAUCHOS;ABALROAMENTO;20090103 09:20;SABADO;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
R DONA MARGARIDA;ABALROAMENTO;20090103 09:20;SABADO;1;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV FRANCISCO SILVEIRA BITENCOURT;ABALROAMENTO;20090103 09:25;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
R DOS ANDRADAS;ABALROAMENTO;20090103 10:30;SABADO;0;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;DIA;CENTRO
AV GUAIBA;QUEDA;20090103 10:35;SABADO;0;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV CRISTOVAO COLOMBO;CHOQUE;20090103 10:45;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
AV NONOAI;COLISAO;20090103 11:30;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;DIA;SUL
ESTR JOAO ANTONIO SILVEIRA;COLISAO;20090103 11:45;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;CHUVOSO;DIA;SUL
AV PROTASIO ALVES;ATROPELAMENTO;20090103 12:20;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV DANTE ANGELO PILLA;QUEDA;20090103 13:00;SABADO;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV PROF OSCAR PEREIRA;ABALROAMENTO;20090103 13:00;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R ALMIRANTE TAMANDARE;ABALROAMENTO;20090103 13:05;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;CHUVOSO;DIA;NORTE
AV JOAO PESSOA;ABALROAMENTO;20090103 13:53;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;1;CHUVOSO;DIA;CENTRO
AV BENTO GONCALVES;ABALROAMENTO;20090103 14:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R TEN ARY TARRAGO;CHOQUE;20090103 16:42;SABADO;3;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R MARIANO DE MATOS;COLISAO;20090103 17:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV PROF OSCAR PEREIRA;ABALROAMENTO;20090103 17:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV BERLIM;ABALROAMENTO;20090103 17:45;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV EDGAR PIRES DE CASTRO;CAPOTAGEM;20090103 19:00;SABADO;2;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV BOGOTA;COLISAO;20090103 19:05;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV BORGES DE MEDEIROS;COLISAO;20090103 19:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV IPIRANGA;COLISAO;20090103 19:55;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
R MARQUES DO POMBAL;ABALROAMENTO;20090103 20:15;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
R MARQUES DO POMBAL;ABALROAMENTO;20090103 21:40;SABADO;1;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV DO FORTE;ABALROAMENTO;20090103 22:00;SABADO;1;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV PLINIO BRASIL MILANO;CHOQUE;20090103 22:15;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
R IBICUI;ABALROAMENTO;20090103 22:15;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV PRAIA DE BELAS;COLISAO;20090103 23:30;SABADO;1;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
R JOSE DE ALENCAR;ABALROAMENTO;20090104 00:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;NOITE;SUL
AV LOUREIRO DA SILVA;ABALROAMENTO;20090104 02:00;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
R BOTAFOGO;CHOQUE;20090104 04:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV SALVADOR LEAO;ABALROAMENTO;20090104 10:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;ABALROAMENTO;20090104 11:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
R FELIZARDO;COLISAO;20090104 11:30;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV DR NILO PECANHA;COLISAO;20090104 12:15;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV OSVALDO ARANHA;COLISAO;20090104 12:15;DOMINGO;0;0;0;0;0;1;0;0;0;0;1;0;0;CHUVOSO;DIA;CENTRO
AV ASSIS BRASIL;CHOQUE;20090104 13:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R WASHINGTON LUIZ;EVENTUAL;20090104 13:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV PROTASIO ALVES;COLISAO;20090104 13:15;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R BOTAFOGO;CHOQUE;20090104 13:25;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;SUL
AV VENANCIO AIRES;COLISAO;20090104 14:00;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV PRESIDENTE FRANKLIN ROOSEVELT;ABALROAMENTO;20090104 15:45;DOMINGO;1;0;0;0;0;0;0;0;0;0;2;0;0;BOM;DIA;NORTE
AV DIARIO DE NOTICIAS;COLISAO;20090104 17:10;DOMINGO;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV CHUI;ATROPELAMENTO;20090104 17:50;DOMINGO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
ESTR JOAO ANTONIO SILVEIRA;COLISAO;20090104 18:00;DOMINGO;1;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;SUL
AV VENANCIO AIRES;ABALROAMENTO;20090104 18:10;DOMINGO;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;CENTRO
AV PRESIDENTE CASTELO BRANCO;ABALROAMENTO;20090104 18:51;DOMINGO;3;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
R SOUZA REIS;COLISAO;20090104 19:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R DR CAMPOS VELHO;COLISAO;20090104 20:20;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV ASSIS BRASIL;COLISAO;20090104 20:46;DOMINGO;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;NOITE;NORTE
R CAIRU;ABALROAMENTO;20090104 22:00;DOMINGO;2;0;1;1;1;0;0;1;0;0;0;0;0;BOM;NOITE;NORTE
AV OTTO NIEMEYER;COLISAO;20090104 22:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV BORGES DE MEDEIROS;ABALROAMENTO;20090104 22:50;DOMINGO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV EDUARDO PRADO;COLISAO;20090104 23:10;DOMINGO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
R CEL MASSOT;ABALROAMENTO;20090104 23:25;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R CAIRU;CHOQUE;20090104 23:35;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R SILVA SO;CHOQUE;20090105 01:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
R JOSE DE ALENCAR;ABALROAMENTO;20090105 02:30;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV SERTORIO;ABALROAMENTO;20090105 04:40;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV SERTORIO;ATROPELAMENTO;20090105 07:30;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;EVENTUAL;20090105 07:40;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV MANOEL ELIAS;ABALROAMENTO;20090105 07:50;SEGUNDA-FEIRA;3;0;0;0;0;0;0;0;0;0;2;0;0;BOM;DIA;NORTE
R FELIPE DE OLIVEIRA;CHOQUE;20090105 07:55;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV PAULO GAMA;ABALROAMENTO;20090105 08:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV EDUARDO PRADO;ABALROAMENTO;20090105 08:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV IPIRANGA;CHOQUE;20090105 08:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R GARIBALDI;ABALROAMENTO;20090105 08:25;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;CENTRO
AV PRESIDENTE CASTELO BRANCO;COLISAO;20090105 08:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV JOAO PESSOA;COLISAO;20090105 08:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R GASTON ENGLERT;EVENTUAL;20090105 08:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;COLISAO;20090105 09:00;SEGUNDA-FEIRA;0;0;0;0;0;1;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV PROTASIO ALVES;COLISAO;20090105 09:05;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DR SALVADOR FRANCA;ABALROAMENTO;20090105 09:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV VENANCIO AIRES;ATROPELAMENTO;20090105 09:34;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
TRAV PESQUEIRO;COLISAO;20090105 09:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R DR SALVADOR FRANCA;ABALROAMENTO;20090105 10:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R CEL FERNANDO MACHADO;COLISAO;20090105 10:20;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R BARAO DO GUAIBA;ABALROAMENTO;20090105 10:24;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV ASSIS BRASIL;COLISAO;20090105 10:25;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
ESTR ARMANDO INACIO DA SILVEIRA;ABALROAMENTO;20090105 11:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV PROF OSCAR PEREIRA;COLISAO;20090105 11:05;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV DA CAVALHADA;COLISAO;20090105 11:25;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;SUL
AV BRASILIANO INDIO DE MORAES;COLISAO;20090105 11:37;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R CAIRU;ABALROAMENTO;20090105 11:37;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;NORTE
AV INDEPENDENCIA;ABALROAMENTO;20090105 11:55;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
AV IPIRANGA;COLISAO;20090105 12:10;SEGUNDA-FEIRA;0;0;0;0;4;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R CAIRU;ABALROAMENTO;20090105 12:20;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV BALTAZAR DE OLIVEIRA GARCIA;CHOQUE;20090105 13:10;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R SANTANA;ABALROAMENTO;20090105 13:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ASSIS BRASIL;CHOQUE;20090105 13:40;SEGUNDA-FEIRA;3;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R ANDRE PUENTE;COLISAO;20090105 13:50;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R RAMIRO BARCELOS;COLISAO;20090105 14:15;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R DR CAMPOS VELHO;ATROPELAMENTO;20090105 14:30;SEGUNDA-FEIRA;2;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R DR PEREIRA NETO;ABALROAMENTO;20090105 14:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;SUL
R GEN BENTO MARTINS;COLISAO;20090105 14:55;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
AV PRESIDENTE CASTELO BRANCO;COLISAO;20090105 15:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV FARRAPOS;ABALROAMENTO;20090105 15:00;SEGUNDA-FEIRA;0;0;0;0;0;1;0;0;1;0;0;0;0;BOM;DIA;CENTRO
R GUADALAJARA;EVENTUAL;20090105 15:15;SEGUNDA-FEIRA;1;0;0;0;0;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
AV JOAO PESSOA;ABALROAMENTO;20090105 15:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV CARLOS GOMES;COLISAO;20090105 15:20;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DR CAMPOS VELHO;ABALROAMENTO;20090105 15:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV EDGAR PIRES DE CASTRO;COLISAO;20090105 15:40;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;SUL
AV ASSIS BRASIL;ABALROAMENTO;20090105 15:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BALTAZAR DE OLIVEIRA GARCIA;COLISAO;20090105 16:05;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;ABALROAMENTO;20090105 16:10;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
R OLAVO BARRETO VIANA;ATROPELAMENTO;20090105 16:35;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R FILADELFIA;ABALROAMENTO;20090105 17:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BASTIAN;ABALROAMENTO;20090105 17:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV IPIRANGA;ABALROAMENTO;20090105 17:17;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PERNAMBUCO;COLISAO;20090105 17:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R UMBU;EVENTUAL;20090105 17:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20090105 18:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;NORTE
R PAULINO AZURENHA;ATROPELAMENTO;20090105 18:00;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV BENTO GONCALVES;COLISAO;20090105 18:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV BENTO GONCALVES;ABALROAMENTO;20090105 18:35;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV ASSIS BRASIL;COLISAO;20090105 19:04;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;NOITE;NORTE
AV EDVALDO PEREIRA PAIVA;COLISAO;20090105 19:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
ESTR RETIRO DA PONTA GROSSA;QUEDA;20090105 19:23;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV SERTORIO;ABALROAMENTO;20090105 19:30;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;NOITE;NORTE
AV EDGAR PIRES DE CASTRO;ABALROAMENTO;20090105 19:39;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV PRESIDENTE FRANKLIN ROOSEVELT;ATROPELAMENTO;20090105 19:52;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV NITEROI;COLISAO;20090105 20:27;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV BENTO GONCALVES;ABALROAMENTO;20090105 20:35;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV IPIRANGA;ABALROAMENTO;20090105 21:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R TARSO GALVAO BUENO FILHO;ABALROAMENTO;20090105 22:30;SEGUNDA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV ASSIS BRASIL;CHOQUE;20090106 00:15;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV TERESOPOLIS;ABALROAMENTO;20090106 00:15;TERCA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV VENANCIO AIRES;COLISAO;20090106 01:20;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
R FREDERICO MENTZ;CHOQUE;20090106 01:50;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20090106 02:00;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
R CORREA LIMA;CAPOTAGEM;20090106 07:10;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R DONA ZAIDA;ABALROAMENTO;20090106 07:20;TERCA-FEIRA;0;0;0;0;0;0;0;0;0;0;2;0;0;BOM;DIA;SUL
AV SERTORIO;ATROPELAMENTO;20090106 07:28;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DA CAVALHADA;ABALROAMENTO;20090106 07:40;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R ARARAS;EVENTUAL;20090106 08:15;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DOS GAUCHOS;COLISAO;20090106 08:15;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SERTORIO;COLISAO;20090106 08:38;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R GARIBALDI;COLISAO;20090106 08:44;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV MAUA;ABALROAMENTO;20090106 08:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ASSIS BRASIL;ABALROAMENTO;20090106 08:47;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;EVENTUAL;20090106 08:50;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
